ano,id_municipio,tipo_estabelecimento,cnae_2,quantidade_vinculos_ativos,cep,geometry,grupo_cnae
2023,3106200,1,32507,0,30120060,POINT (611263.5189024783 7797065.528301422),C
2023,3106200,1,23303,0,31070330,POINT (615658.1056979867 7800260.234210298),C
2023,3106200,1,10937,0,30672490,POINT (601898.4754616899 7785306.167283874),C
2023,3106200,1,18130,0,30750030,POINT (606623.063896834 7798481.883737709),C
2023,3106200,1,32990,0,30640200,POINT (602564.1151651946 7791329.280371958),C
2023,3106200,1,10996,0,30140074,POINT (610724.7556358913 7796216.712880259),C
2023,3106200,1,14134,0,30411156,POINT (608733.5521977795 7796329.063332558),C
2023,3106200,1,10911,0,30640090,POINT (602936.0953938077 7790495.785255728),C
2023,3106200,1,10911,0,30710580,POINT (608645.4300796513 7797799.153700128),C
2023,3106200,1,27333,0,30530100,POINT (604410.7101300618 7796281.736681464),C
2023,3106200,1,18130,0,30642490,POINT (603615.8018260954 7789600.881515756),C
2023,3106200,1,18130,0,30730050,POINT (606266.4285502848 7796976.206563842),C
2023,3106200,1,33147,0,30390230,POINT (607722.224415831 7788424.701441208),C
2023,3106200,1,15319,0,30880400,POINT (602242.453929123 7798505.797466174),C
2023,3106200,1,32990,0,30520440,POINT (602330.2609839318 7794941.708360581),C
2023,3106200,1,33147,0,30626060,POINT (603181.8619940103 7788340.7934133075),C
2023,3106200,1,10996,0,31150660,POINT (611248.5913550338 7801366.518734311),C
2023,3106200,1,23303,0,31640560,POINT (607614.4549589576 7810849.145320287),C
2023,3106200,1,33147,0,30494060,POINT (608135.3026325086 7792594.329330077),C
2023,3106200,1,25322,0,30510000,POINT (604943.6396112863 7795029.020040604),C
2023,3106200,1,33147,0,31655230,POINT (606173.5202376362 7811539.256308735),C
2023,3106200,1,33147,0,31365052,POINT (604553.8851493172 7802044.459351918),C
2023,3106200,1,25420,0,30690730,POINT (598423.3322417676 7790947.205633573),C
2023,3106200,1,33121,0,30220000,POINT (612909.3467211042 7794956.31069012),C
2023,3106200,1,17494,0,31130620,POINT (611264.5177818239 7799864.185478799),C
2023,3106200,1,33147,0,31910480,POINT (613577.6475459338 7802638.011264306),C
2023,3106200,1,25128,0,30220110,POINT (612880.05424636 7794888.055322907),C
2023,3106200,1,31012,0,30451680,POINT (608182.247450022 7793256.001870342),C
2023,3106200,1,32507,0,30170132,POINT (610696.6542425556 7796245.661097897),C
2023,3106200,1,32990,0,30662010,POINT (600935.8683558679 7789760.18358326),C
2023,3106200,1,27317,0,30518140,POINT (604161.681402615 7793540.097900954),C
2023,3106200,1,33147,0,30820272,POINT (604815.9090273551 7798316.57051305),C
2023,3106200,1,10911,0,31742227,POINT (611528.8266649067 7807419.453305799),C
2023,3106200,1,33147,0,31655000,POINT (606725.5887887513 7811458.196050189),C
2023,3106200,1,25390,0,31255180,POINT (609435.7384449337 7802070.971322649),C
2023,3106200,1,18300,0,31160620,POINT (611991.7915015295 7802562.752712434),C
2023,3106200,6,25926,0,30130003,POINT (611230.1732924248 7796860.325648531),C
2023,3106200,1,18113,0,30421465,POINT (607488.879245809 7793732.818647734),C
2023,3106200,1,10911,0,31744543,POINT (610801.3060861946 7808340.377944432),C
