ano,id_municipio,tipo_estabelecimento,cnae_2,quantidade_vinculos_ativos,cep,geometry,grupo_cnae
2023,3106200,1,32507,0,31070430,POINT (615937.6106771063 7799943.848543335),C
2023,3106200,1,33147,0,31340270,POINT (605398.8539640062 7802815.254716456),C
2023,3106200,1,33147,0,30330000,POINT (611401.2760901097 7794059.346961405),C
2023,3106200,1,17419,0,30620330,POINT (603788.9694509238 7789309.094565098),C
2023,3106200,1,25420,0,30664470,POINT (600317.7986197618 7787339.4341758005),C
2023,3106200,1,32990,0,31360000,POINT (604125.7588851498 7802200.857824078),C
2023,3106200,1,25420,0,30451410,POINT (608198.0848763323 7793788.097260373),C
2023,3106200,1,12204,0,31810360,POINT (611812.8135416901 7804287.818508831),C
2023,3106200,1,10911,0,31930010,POINT (614773.2251649917 7802351.342478922),C
2023,3106200,1,25993,0,30672410,POINT (601682.7141205897 7785291.540958479),C
2023,3106200,1,10911,0,30525160,POINT (603302.7392077266 7795285.584916663),C
2023,3106200,1,28224,0,31130192,POINT (609964.8863336119 7800566.72297683),C
2023,3106200,1,10911,0,30640070,POINT (602186.9622160551 7790830.181816423),C
2023,3106200,1,32124,0,30455610,POINT (608423.4709020393 7791565.768265323),C
2023,3106200,1,23915,0,31560200,POINT (607673.8073741391 7806531.948137606),C
2023,3106200,1,22226,0,30310140,POINT (612165.275004442 7794479.535124488),C
2023,3106200,1,33295,0,31741161,POINT (609647.8385946883 7806075.872852941),C
2023,3106200,5,32507,0,30150311,POINT (612165.8461433665 7795726.3149660975),C
2023,3106200,1,23915,0,31844560,POINT (613866.4606803254 7805736.029142548),C
2023,3106200,1,10961,0,30575510,POINT (606921.4586881587 7791459.926624736),C
2023,3106200,1,15327,0,30220400,POINT (613605.8513104632 7794719.926370876),C
2023,3106200,1,10953,0,31746001,POINT (611082.3675802149 7809448.478181628),C
2023,3106200,1,33147,0,30690580,POINT (599358.6584405887 7790625.555471882),C
2023,3106200,1,33295,0,31015425,POINT (611866.9348554059 7798584.487045289),C
2023,3106200,1,32990,0,31730690,POINT (610619.303256848 7806211.5999356825),C
2023,3106200,1,17311,0,30190003,POINT (610017.5978690815 7796838.669406331),C
2023,3106200,1,33139,0,30690050,POINT (599966.8764863509 7790580.673287384),C
2023,3106200,1,32990,0,30881540,POINT (603353.1242254192 7800713.954876307),C
2023,3106200,1,18211,0,31910315,POINT (613186.113845596 7803348.356494854),C
2023,3106200,1,10139,0,31030520,POINT (611967.1477978394 7798726.847137822),C
2023,3106200,1,31012,0,30710230,POINT (609141.0382149869 7797598.617977897),C
2023,3106200,1,25390,0,30360400,POINT (610187.3462296653 7792063.003490256),C
2023,3106200,1,33147,0,30535070,POINT (605215.3338116053 7796876.304927237),C
2023,3106200,1,22196,0,31660100,POINT (606482.3819312109 7811089.95989006),C
2023,3106200,1,17311,0,30280240,POINT (614533.7616982544 7798397.948595658),C
2023,3106200,1,10961,0,30575180,POINT (607667.3987230305 7790867.846350442),C
2023,3106200,1,33147,0,30620110,POINT (604232.7085800264 7789764.587130569),C
2023,3106200,1,33121,0,31255770,POINT (610010.7775121361 7803718.405537725),C
2023,3106200,1,31012,0,30622150,POINT (605446.3095406294 7789850.3605452515),C
2023,3106200,1,20631,0,30730540,POINT (605992.9543371114 7797927.4598155),C
2023,3106200,1,15211,0,30770000,POINT (608439.9940019744 7798450.421223139),C
2023,3106200,1,25128,0,31580400,POINT (604659.919488618 7807244.065327325),C
2023,3106200,1,32990,0,30510210,POINT (605071.3263474172 7794643.721216295),C
2023,3106200,1,10961,0,30575460,POINT (606739.6842581878 7791468.844385471),C
2023,3106200,1,33147,0,31030080,POINT (612984.4684136269 7798177.703440128),C
2023,3106200,1,31012,0,30610690,POINT (605292.4632839212 7790961.049685279),C
2023,3106200,1,28691,0,31360110,POINT (603665.668491903 7802317.953893974),C
2023,3106200,1,33295,0,30190110,POINT (610020.6128987402 7796908.619789165),C
2023,3106200,1,32116,0,31275070,POINT (608087.1161376026 7803974.741682306),C
2023,3106200,1,23915,0,31814164,POINT (612751.0881083179 7804246.198338516),C
2023,3106200,1,32124,0,30160041,POINT (610942.8539048466 7796583.624193701),C
2023,3106200,1,32507,0,30882630,POINT (603642.5573988736 7801543.549548177),C
2023,3106200,1,22293,0,31995150,POINT (616207.7311550877 7805668.70504248),C
2023,3106200,1,11135,0,30775540,POINT (607764.5972845197 7798538.820635729),C
2023,3106200,1,25390,0,31615250,POINT (607913.6597240956 7809501.351518203),C
2023,3106200,1,33210,0,31730000,POINT (610435.8502119354 7806843.701275598),C
2023,3106200,1,33147,0,30590055,POINT (605258.5019240985 7791785.14559241),C
2023,3106200,1,28232,0,30750010,POINT (606482.9312478857 7798396.269493159),C
2023,3106200,1,20631,0,30580460,POINT (605765.8923768194 7792971.1665752),C
2023,3106200,1,18229,0,30180114,POINT (610479.042675574 7797019.867941896),C
2023,3106200,1,25110,0,31565290,POINT (607918.1611901026 7807058.449507815),C
2023,3106200,1,10961,0,31510160,POINT (607655.5709221375 7809247.817353927),C
2023,3106200,1,18113,0,31730748,POINT (610321.1919739833 7805775.277464872),C
2023,3106200,1,25390,0,30666472,POINT (601198.1646318599 7786684.171019485),C
2023,3106200,1,33147,0,30170008,POINT (609756.9865681406 7795542.851740453),C
2023,3106200,1,33147,0,30690500,POINT (599337.6913753514 7791165.395786798),C
2023,3106200,1,10538,0,30330000,POINT (611401.2760901097 7794059.346961405),C
2023,3106200,1,10813,0,30280390,POINT (614881.3365491693 7797927.298021866),C
2023,3106200,1,25390,0,30520420,POINT (602685.9082530567 7794703.842594849),C
2023,3106200,1,26108,0,30112021,POINT (611671.9588733024 7795173.966528732),C
2023,3106200,1,18300,0,30130138,POINT (611703.8720876882 7795063.870987574),C
2023,3106200,1,18229,0,31950540,POINT (615180.1052543359 7803280.726683566),C
2023,3106200,1,32400,0,31150620,POINT (611021.6838349066 7801333.78903761),C
2023,3106200,1,18300,0,31030010,POINT (612597.0686379886 7798609.797620036),C
2023,3106200,1,29417,0,31255080,POINT (608961.2933021847 7801799.788460743),C
2023,3106200,1,31012,0,30710090,POINT (609902.8771121943 7797570.174395533),C
2023,3106200,1,10813,0,30130138,POINT (611703.8720876882 7795063.870987574),C
2023,3106200,1,33147,0,30882650,POINT (603733.5343104277 7801715.955446258),C
2023,3106200,1,23915,0,30451655,POINT (608295.648806592 7793405.186962318),C
2023,3106200,1,31012,0,31980170,POINT (613442.9441931347 7804069.750812136),C
2023,3106200,1,10937,0,31310180,POINT (606620.5885225794 7802783.36759002),C
2023,3106200,1,14126,0,31150130,POINT (610055.6281230628 7801388.658372844),C
2023,3106200,1,14126,0,30190118,POINT (609701.4188089722 7795718.03841701),C
2023,3106200,1,14126,0,30710050,POINT (610128.8895921358 7797674.865683958),C
2023,3106200,1,14126,0,30280460,POINT (614646.9352811003 7797851.111271993),C
2023,3106200,1,14126,0,31030085,POINT (612922.9715023742 7797983.182758333),C
2023,3106200,1,14126,0,30516250,POINT (605702.1087721493 7793421.818126578),C
2023,3106200,1,14126,0,30411230,POINT (608010.426546786 7796007.897130506),C
2023,3106200,1,14126,0,31845000,POINT (614230.1189833309 7805665.298278031),C
2023,3106200,1,14126,0,31720210,POINT (609431.2629798737 7806878.649276845),C
2023,3106200,1,14126,0,30411127,POINT (606924.0077265123 7794684.9279429205),C
2023,3106200,1,14126,0,30493175,POINT (608186.5799734689 7791116.025116796),C
2023,3106200,1,14126,0,30530440,POINT (604489.2806951868 7795730.117389761),C
2023,3106200,1,14126,0,30411125,POINT (608547.6090410014 7796329.040080361),C
2023,3106200,1,14126,0,30190060,POINT (611113.2363536702 7796809.587206901),C
2023,3106200,1,14126,0,30411223,POINT (608122.2789650034 7795871.496436572),C
2023,3106200,1,14126,0,30112011,POINT (611065.706465341 7795075.978803224),C
2023,3106200,1,14126,0,30516250,POINT (605702.1087721493 7793421.818126578),C
2023,3106200,1,14126,0,31540250,POINT (605337.2759405968 7807392.539517348),C
2023,3106200,1,14126,0,30624080,POINT (605077.5980290084 7788708.309781812),C
2023,3106200,1,14126,0,31110010,POINT (611344.760667556 7797955.309757261),C
2023,3106200,1,14126,0,30518110,POINT (604366.3276900832 7793352.133888509),C
2023,3106200,1,14126,0,30840170,POINT (604363.2203197051 7800215.453328048),C
2023,3106200,1,14126,0,31340630,POINT (605855.2220902434 7804205.524703823),C
2023,3106200,1,14126,0,31615070,POINT (608837.8476418504 7809080.925416486),C
2023,3106200,1,10911,58,30310530,POINT (612133.0643876429 7793689.257310387),C
2023,3106200,1,27406,17,30520140,POINT (603393.7747446474 7794489.853824566),C
2023,3106200,1,10538,18,31515222,POINT (608965.684424644 7807632.4502953375),C
2023,3106200,1,28127,13,31255180,POINT (609435.7384449337 7802070.971322649),C
2023,3106200,1,25322,17,30692460,POINT (599410.4078633483 7788776.905631993),C
2023,3106200,1,32124,19,31080160,POINT (614170.2581533066 7800930.008645064),C
2023,3106200,1,26515,74,31035009,POINT (613598.2545025507 7798451.455883771),C
2023,3106200,1,32990,23,30260220,POINT (613827.8036861052 7796477.294484867),C
2023,3106200,1,28135,26,30855445,POINT (602773.6884191784 7796038.302007045),C
2023,3106200,1,33198,24,30642320,POINT (602370.6241214513 7789957.955804456),C
2023,3106200,1,25926,27,30692460,POINT (599410.4078633483 7788776.905631993),C
2023,3106200,1,22293,291,30855075,POINT (602166.5093241229 7796274.376227353),C
2023,3106200,1,10112,16,30730500,POINT (605970.3254027179 7797761.954305671),C
2023,3106200,1,26515,18,30140140,POINT (611373.0817596337 7795068.587723549),C
2023,3106200,1,29450,14,31235000,POINT (609727.4246189316 7799791.613135659),C
2023,3106200,1,10911,13,31615250,POINT (607913.6597240956 7809501.351518203),C
2023,3106200,1,32507,24,30150120,POINT (611848.0863666949 7797076.643188052),C
2023,3106200,1,31012,36,31744570,POINT (611320.3766342825 7808349.272356607),C
2023,3106200,1,10929,13,30550120,POINT (606351.2095833487 7794860.2437624745),C
2023,3106200,1,29301,20,31910585,POINT (612844.7253093113 7803378.026956543),C
2023,3106200,1,25993,20,30855070,POINT (603353.8552964707 7796131.927439685),C
2023,3106200,1,18113,17,30770170,POINT (607860.698877167 7798118.878168343),C
2023,3106200,1,10911,14,30510080,POINT (605943.3397150253 7795547.880912373),C
2023,3106200,1,10139,16,31610510,POINT (609359.8004254294 7809293.711008694),C
2023,3106200,1,10911,134,30140070,POINT (612355.1858281848 7795764.096383166),C
2023,3106200,1,10911,15,30190100,POINT (609814.8605988241 7795848.325852811),C
2023,3106200,1,18113,12,31275050,POINT (608275.5050871447 7803772.623109132),C
2023,3106200,1,10538,16,31060470,POINT (614665.954922592 7799673.75698714),C
2023,3106200,1,29492,18,31985203,POINT (614778.9310066056 7803939.555770636),C
2023,3106200,1,10911,29,30530140,POINT (604631.803699967 7796176.425199725),C
2023,3106200,1,29506,17,31150690,POINT (611057.6530125282 7801776.07268036),C
2023,3106200,1,33147,27,30855075,POINT (602166.5093241229 7796274.376227353),C
2023,3106200,1,13219,62,30140071,POINT (611361.84914954 7796036.839563304),C
2023,3106200,1,27317,14,30850620,POINT (604212.715257443 7797085.689090863),C
2023,3106200,1,28691,47,30390560,POINT (608794.0501861575 7789347.768485185),C
2023,3106200,1,32507,42,31515212,POINT (608948.9150161168 7807389.603202327),C
2023,3106200,1,10911,75,31330200,POINT (604306.3308713975 7801634.7606420275),C
2023,3106200,1,25128,25,31741609,POINT (611104.2662539097 7806131.447182978),C
2023,3106200,1,22234,12,30610270,POINT (604697.2798533292 7792331.86728231),C
2023,3106200,1,10911,47,30190006,POINT (610833.4726337541 7796620.742112106),C
2023,3106200,1,25420,15,30532000,POINT (604598.7351897169 7795278.643720566),C
2023,3106200,1,32507,27,31580290,POINT (605191.740340953 7808067.257496743),C
2023,3106200,1,25110,15,30494450,POINT (609201.7672904914 7791475.678771367),C
2023,3106200,1,10911,31,31710400,POINT (609483.2838780407 7805454.395819402),C
2023,3106200,1,32507,45,30150160,POINT (612038.0879909202 7797100.286166707),C
2023,3106200,1,10911,40,31560000,POINT (607657.7674539279 7805372.7747740485),C
2023,3106200,1,10911,17,30570000,POINT (606436.9700635921 7793272.774026895),C
2023,3106200,1,10911,68,31035340,POINT (613222.2133733061 7799118.840288251),C
2023,3106200,1,31012,12,31741465,POINT (611705.9954533156 7805338.120009234),C
2023,3106200,1,32116,19,30180126,POINT (609571.1886753531 7796065.064506479),C
2023,3106200,1,11224,132,30880190,POINT (603267.6487618495 7799538.572289686),C
2023,3106200,1,22293,17,30664002,POINT (600311.939020059 7788639.400773471),C
2023,3106200,1,25420,15,31310310,POINT (606934.8305077596 7800297.774541505),C
2023,3106200,1,21220,20,30411177,POINT (608479.7720156051 7796236.994463373),C
2023,3106200,1,20631,69,31230532,POINT (609166.5169532407 7799372.002486231),C
2023,3106200,1,18113,86,31210120,POINT (610301.4267384784 7798193.168675518),C
2023,3106200,1,28526,48,30520220,POINT (603416.4556998515 7794810.877029536),C
2023,3106200,1,13545,13,31565150,POINT (608017.7574882311 7806503.911223775),C
2023,3106200,1,25420,21,31035007,POINT (613710.5758035128 7798403.789807862),C
2023,3106200,1,10911,12,30411208,POINT (608204.1551990063 7796041.4759803265),C
2023,3106200,1,23192,26,31730553,POINT (610962.2813024028 7806556.942426389),C
2023,3106200,1,25926,15,31565110,POINT (608121.3059994108 7806294.921244473),C
2023,3106200,1,33295,39,30170002,POINT (610819.4790782396 7796168.182994846),C
2023,3106200,1,20134,78,30130186,POINT (611283.3794171214 7796227.719997393),C
2023,3106200,1,17311,33,30112010,POINT (611642.8994186741 7794955.801999249),C
2023,3106200,1,18229,16,31510100,POINT (607833.2979750488 7809028.520342024),C
2023,3106200,1,24237,370,30640010,POINT (603442.9294785266 7790481.716787942),C
2023,3106200,1,10911,18,30285300,POINT (615949.3783244338 7798268.015376989),C
2023,3106200,1,22226,70,31990050,POINT (615473.650548884 7804427.297266673),C
2023,3106200,1,33198,109,30110044,POINT (610824.8288502372 7794866.622822353),C
2023,3106200,1,31047,13,31255210,POINT (608975.5327576961 7802077.900814832),C
2023,3106200,1,18113,13,30411475,POINT (607336.47288399 7796230.219961505),C
2023,3106200,1,17320,12,31140300,POINT (611684.5058633671 7800038.784936854),C
2023,3106200,1,16293,12,30390230,POINT (607722.224415831 7788424.701441208),C
2023,3106200,1,32507,26,30150285,POINT (612072.8534127175 7795927.068966722),C
2023,3106200,1,31012,33,30390050,POINT (606464.322060781 7807193.56392991),C
2023,3106200,1,25128,24,31140650,POINT (611408.2861835036 7800446.647792663),C
2023,3106200,1,10520,281,30150150,POINT (611732.5608229954 7797051.034228997),C
2023,3106200,1,33121,21,31140060,POINT (611877.8459521052 7799299.037798901),C
2023,3106200,1,14118,20,30411220,POINT (608310.325310029 7795826.214311475),C
2023,3106200,1,14126,25,30431076,POINT (608679.2568171715 7795614.425323179),C
2023,3106200,1,14126,17,30441028,POINT (609066.2252468547 7795506.982691594),C
2023,3106200,1,14126,12,30380660,POINT (609850.9585817874 7793717.402883736),C
2023,3106200,1,14126,17,30150160,POINT (612038.0879909202 7797100.286166707),C
2023,3106200,1,14126,23,30330010,POINT (611253.9488050467 7794291.112402797),C
2023,3106200,1,14126,12,30150010,POINT (612003.1901355062 7797561.125724214),C
2023,3106200,1,14126,14,30626220,POINT (603411.5810760414 7788336.290790999),C
2023,3106200,1,31012,0,30644153,POINT (602566.1055348092 7788752.390638903),C
2023,3106200,1,18130,0,31990290,POINT (615493.4642063223 7804733.57903539),C
2023,3106200,1,10911,0,31990290,POINT (615493.4642063223 7804733.57903539),C
2023,3106200,1,33295,0,31515225,POINT (609116.7520869675 7807622.43937345),C
2023,3106200,1,10911,0,30260150,POINT (613744.0066209359 7796844.348715876),C
2023,3106200,1,32116,0,30112004,POINT (611117.5554661654 7794929.629297778),C
2023,3106200,1,33147,0,30662030,POINT (600935.6658443805 7789654.457917292),C
2023,3106200,1,20631,0,31570490,POINT (606434.6441514402 7809407.058871726),C
2023,3106200,1,33147,0,31255710,POINT (610090.3180170024 7803264.886266683),C
2023,3106200,1,17338,0,31255170,POINT (609227.1011637574 7801658.210381579),C
2023,3106200,1,33210,0,30441086,POINT (609153.0286984291 7795192.336057148),C
2023,3106200,1,18113,0,30550290,POINT (606567.780623678 7794400.18028834),C
2023,3106200,1,14134,0,31270300,POINT (609677.5908621366 7803572.835066211),C
2023,3106200,1,23303,0,31550000,POINT (608587.1366803476 7805623.194790622),C
2023,3106200,1,14134,0,31250150,POINT (608587.5444137151 7800425.227944188),C
2023,3106200,1,25322,0,31870590,POINT (614644.7808231699 7806300.008641724),C
2023,3106200,1,25390,0,30660550,POINT (601491.1968479346 7789128.972376024),C
2023,3106200,1,16218,0,30668277,POINT (601757.5898812293 7786912.287255617),C
2023,3106200,1,33147,0,30441086,POINT (609153.0286984291 7795192.336057148),C
2023,3106200,1,23915,0,30421450,POINT (607502.1237886046 7794999.129879849),C
2023,3106200,1,25390,0,30640550,POINT (601895.1339984635 7790495.185732719),C
2023,3106200,1,14142,0,30220270,POINT (613230.7235844653 7794695.082168012),C
2023,3106200,1,18130,0,30431091,POINT (608421.0733013845 7795821.323782466),C
2023,3106200,1,33210,0,31035330,POINT (613312.9919737686 7799114.110599216),C
2023,3106200,1,10996,0,30510160,POINT (605286.0314968122 7794936.715040399),C
2023,3106200,1,10996,0,30720474,POINT (607131.8318481726 7798072.47861599),C
2023,3106200,1,15394,0,30411225,POINT (608132.9658534555 7796019.982230378),C
2023,3106200,1,20631,0,31812150,POINT (612239.4215558495 7804751.9749000035),C
2023,3106200,1,10911,0,30514150,POINT (604851.9112102378 7793037.30461856),C
2023,3106200,1,10911,0,30532030,POINT (604303.2536484033 7795211.321804341),C
2023,3106200,1,32507,0,30190110,POINT (610020.6128987402 7796908.619789165),C
2023,3106200,1,25420,0,31630170,POINT (609527.5032815326 7810981.7173208725),C
2023,3106200,1,27406,0,30494170,POINT (609122.1981864319 7792525.142588442),C
2023,3106200,1,10911,0,30140100,POINT (611846.7412587393 7795467.108156069),C
2023,3106200,1,25390,0,30627172,POINT (602115.4156808543 7788323.917384665),C
2023,3106200,1,15211,0,31570500,POINT (606384.7490235154 7809574.246763311),C
2023,3106200,1,17311,0,30855075,POINT (602166.5093241229 7796274.376227353),C
2023,3106200,1,25993,0,30662435,POINT (599842.983206842 7789068.263471189),C
2023,3106200,1,33112,0,30512460,POINT (604748.1884253036 7793725.204934128),C
2023,3106200,1,20711,0,31230430,POINT (609203.6335217219 7799358.46870856),C
2023,3106200,1,25420,0,31720500,POINT (610142.690204442 7806195.646890653),C
2023,3106200,1,33147,0,30882550,POINT (603894.4975534428 7801284.204231332),C
2023,3106200,1,15297,0,30431285,POINT (607559.7348435299 7795059.392052592),C
2023,3106200,1,25926,0,30662710,POINT (599498.6304254759 7789318.140181003),C
2023,3106200,1,10911,0,30518280,POINT (603916.0842057593 7793679.3129333),C
2023,3106200,1,18130,0,31030430,POINT (612242.4938702934 7798912.254807575),C
2023,3106200,1,20291,0,30390090,POINT (607122.2197880353 7788102.524888249),C
2023,3106200,1,20517,0,31310260,POINT (607029.0916696028 7800397.861741317),C
2023,3106200,1,33139,0,30516170,POINT (605920.8585797974 7793658.0121055655),C
2023,3106200,1,25420,0,31535030,POINT (606710.9976177346 7808312.614509362),C
2023,3106200,1,26108,0,30494360,POINT (609035.6442280079 7791875.724257523),C
2023,3106200,1,25390,0,30750190,POINT (606663.3411611235 7799262.938331259),C
2023,3106200,1,18130,0,30720580,POINT (607114.4853038834 7798790.035338402),C
2023,3106200,1,31012,0,31930170,POINT (614740.4658306545 7802181.774513741),C
2023,3106200,1,16102,0,30570680,POINT (607308.4783215367 7792140.854281098),C
2023,3106200,1,32507,0,30494170,POINT (609122.1981864319 7792525.142588442),C
2023,3106200,1,23303,0,30510530,POINT (604751.3899727531 7794393.310769489),C
2023,3106200,1,33139,0,30690050,POINT (599966.8764863509 7790580.673287384),C
2023,3106200,1,33147,0,30820230,POINT (605115.2489180722 7798108.887101822),C
2023,3106200,1,33198,0,30421422,POINT (607529.680414168 7793973.955846056),C
2023,3106200,1,33147,0,31720485,POINT (610013.5306937633 7806005.325060012),C
2023,3106200,1,25420,0,31615250,POINT (607913.6597240956 7809501.351518203),C
2023,3106200,1,25390,0,30644210,POINT (602866.4803053428 7788752.09501316),C
2023,3106200,1,23915,0,31742052,POINT (611041.6170140074 7806519.822082043),C
2023,3106200,1,33295,0,31844250,POINT (613728.7628888891 7806006.113172287),C
2023,3106200,1,10911,0,30880133,POINT (602825.0019631722 7799132.20510816),C
2023,3106200,1,23303,0,31620380,POINT (608098.7709477362 7810103.1352739055),C
2023,3106200,1,15211,0,30881350,POINT (602679.7778223832 7799872.182336826),C
2023,3106200,1,33112,0,31744121,POINT (609856.5917986446 7807560.101940976),C
2023,3106200,1,23303,0,30180061,POINT (609331.7467976863 7795950.5234513255),C
2023,3106200,1,33198,0,31920280,POINT (613923.02251154 7801938.2882350385),C
2023,3106200,1,10911,0,31230200,POINT (608960.0776870205 7798830.6275830995),C
2023,3106200,1,33147,0,31742173,POINT (611778.1800041718 7807273.903328465),C
2023,3106200,1,18130,0,30180110,POINT (610590.2267319143 7797375.6470610015),C
2023,3106200,1,10911,0,30310120,POINT (612073.9299153237 7794418.24238774),C
2023,3106200,1,25420,0,31535300,POINT (606733.1980119561 7808007.656787522),C
2023,3106200,1,25390,0,31640120,POINT (607212.246952219 7810575.441542394),C
2023,3106200,1,10911,0,30421223,POINT (607521.7236442236 7795477.448000366),C
2023,3106200,1,20991,0,30530310,POINT (604639.3433295678 7795990.368531991),C
2023,3106200,1,33147,0,31515250,POINT (608673.578648468 7807438.841030793),C
2023,3106200,1,33210,0,31140500,POINT (612025.9957867267 7799840.952685932),C
2023,3106200,1,33295,0,30640140,POINT (602504.3581377916 7790777.018168239),C
2023,3106200,1,28216,0,30390530,POINT (608727.8671079442 7789117.193412604),C
2023,3106200,1,33295,0,31525090,POINT (608002.383133894 7807687.411496501),C
2023,3106200,1,32507,0,31015360,POINT (612029.1824714824 7798196.763467129),C
2023,3106200,1,23991,0,30421379,POINT (607397.2695104585 7794566.30130679),C
2023,3106200,1,20631,0,30668180,POINT (601096.4367763825 7788185.26575795),C
2023,3106200,1,25993,0,30390110,POINT (606824.7066184643 7788158.214549353),C
2023,3106200,1,23915,0,31998262,POINT (618575.1818308365 7806237.394872218),C
2023,3106200,1,33147,0,31550300,POINT (606492.0795560748 7805782.3684547655),C
2023,3106200,1,33147,0,30160048,POINT (610559.1132215369 7795154.100635167),C
2023,3106200,1,10911,0,31730600,POINT (610556.184154506 7806254.906137407),C
2023,3106200,1,20622,0,30530250,POINT (605207.3660654273 7795896.295047723),C
2023,3106200,1,18130,0,30140061,POINT (611042.3033317117 7796260.706350468),C
2023,3106200,1,33139,0,30160011,POINT (611201.9280530461 7796515.196846519),C
2023,3106200,1,23915,0,31250800,POINT (608604.5151306223 7800335.5805446785),C
2023,3106200,1,32507,0,31620430,POINT (607794.2556384496 7810074.087539181),C
2023,3106200,1,10911,0,30881350,POINT (602679.7778223832 7799872.182336826),C
2023,3106200,1,31012,0,31370430,POINT (603544.8924476642 7805747.492520285),C
2023,3106200,1,25390,0,31525210,POINT (607518.6152103497 7807459.674916686),C
2023,3106200,1,33121,0,31050550,POINT (615334.811528573 7799453.608261056),C
2023,3106200,1,32507,0,31620430,POINT (607794.2556384496 7810074.087539181),C
2023,3106200,1,10813,0,30180101,POINT (610498.3922693222 7796553.766112114),C
2023,3106200,1,16226,0,31742135,POINT (611423.9253005395 7806779.9640679825),C
2023,3106200,1,33147,0,30516210,POINT (605876.7092195528 7793779.978686909),C
2023,3106200,1,10996,0,31995080,POINT (615996.2004086823 7805099.909013641),C
2023,3106200,1,23915,0,30494080,POINT (608156.2294777605 7793074.274261529),C
2023,3106200,1,29506,0,31970082,POINT (615757.8180437462 7803726.265041164),C
2023,3106200,1,10911,0,31310430,POINT (606508.2699045854 7802699.575516669),C
2023,3106200,1,17320,0,31525010,POINT (607681.6063626513 7807989.88169962),C
2023,3106200,1,10911,0,31970705,POINT (616450.2610647886 7803388.367951646),C
2023,3106200,1,27104,0,30710050,POINT (610128.8895921358 7797674.865683958),C
2023,3106200,1,10911,0,30620060,POINT (604301.5522020524 7790295.479495581),C
2023,3106200,1,25420,0,30421112,POINT (606779.6407675076 7795323.177076077),C
2023,3106200,1,23915,0,31742278,POINT (610849.9288593167 7807047.797813276),C
2023,3106200,1,14134,0,30840560,POINT (605238.074283935 7799958.012942178),C
2023,3106200,1,18130,0,31070030,POINT (615198.0402775 7800511.384464732),C
2023,3106200,1,33295,0,31320110,POINT (606422.0268655402 7801297.693694191),C
2023,3106200,1,33147,0,30525160,POINT (603302.7392077266 7795285.584916663),C
2023,3106200,1,33121,0,30310670,POINT (611839.0574537866 7793597.746236727),C
2023,3106200,1,18113,0,30620490,POINT (604625.2168813266 7789361.755545846),C
2023,3106200,1,10911,0,30350070,POINT (610263.1616408345 7795018.79056582),C
2023,3106200,1,18211,0,30180005,POINT (610745.184670257 7796911.650417602),C
2023,3106200,1,10911,0,30112000,POINT (611151.5384321467 7794949.230272654),C
2023,3106200,1,15211,0,30730170,POINT (606271.217043165 7797691.033091614),C
2023,3106200,1,25128,0,31235130,POINT (608384.971759592 7799565.723217109),C
2023,3106200,1,33147,0,30820650,POINT (605020.4339811372 7799148.770430004),C
2023,3106200,1,17419,0,31060090,POINT (614076.4534075086 7799618.422707483),C
2023,3106200,1,31012,0,30830380,POINT (603977.649430834 7799268.680235893),C
2023,3106200,1,13120,0,30170050,POINT (609526.6715491452 7795643.907274347),C
2023,3106200,1,23915,0,31560050,POINT (607975.3054530269 7805793.969395871),C
2023,3106200,1,17311,0,31050690,POINT (614920.3482909042 7799238.432204502),C
2023,3106200,1,33295,0,30110036,POINT (612044.7844937923 7794866.624261487),C
2023,3106200,1,33147,0,30610010,POINT (604169.6626054518 7792889.395398121),C
2023,3106200,1,33210,0,30644220,POINT (602863.5199140181 7789278.310646024),C
2023,3106200,1,18211,0,30570000,POINT (606436.9700635921 7793272.774026895),C
2023,3106200,1,31012,0,30775360,POINT (608058.653941909 7799772.529953687),C
2023,3106200,1,25110,0,30664000,POINT (600401.747247779 7788334.724737674),C
2023,3106200,1,23192,0,30421067,POINT (606538.0912664332 7795849.6968196295),C
2023,3106200,1,10911,0,30670370,POINT (602996.7896034747 7787033.088405335),C
2023,3106200,1,18229,0,31910180,POINT (612860.6434634754 7802693.7650384465),C
2023,3106200,1,15297,0,31340230,POINT (605578.9783404666 7802720.266125673),C
2023,3106200,1,18130,0,30730530,POINT (606228.5860943276 7797805.109690879),C
2023,3106200,1,10317,0,30190118,POINT (609701.4188089722 7795718.03841701),C
2023,3106200,1,33147,0,31720260,POINT (609525.8433582331 7807515.828621773),C
2023,3106200,1,31012,0,31610580,POINT (609847.0757407628 7808479.421492127),C
2023,3106200,1,25128,0,31310070,POINT (606426.3549465623 7803008.790673833),C
2023,3106200,1,18130,0,30310360,POINT (612413.3927035203 7794040.158472616),C
2023,3106200,1,33121,0,30290610,POINT (617528.114851111 7796947.135745025),C
2023,3106200,1,33210,0,30421351,POINT (607359.4218212457 7794832.720029338),C
2023,3106200,1,33163,0,31260260,POINT (610930.7315272241 7803611.174721321),C
2023,3106200,1,31012,0,30628270,POINT (603289.8649481174 7787442.612114804),C
2023,3106200,1,32990,0,30180140,POINT (610725.1262302201 7795624.019103983),C
2023,3106200,1,10911,0,31530290,POINT (606601.5972239085 7807324.429110918),C
2023,3106200,1,27406,0,31615310,POINT (608547.6494005498 7808940.826777037),C
2023,3106200,1,33210,0,30520240,POINT (603181.7750909126 7794828.846132244),C
2023,3106200,1,25993,0,31530290,POINT (606601.5972239085 7807324.429110918),C
