,id_domicilio,id_zona,tipologia_domicilio,regime_ocupacao,quantidade_bicicletas,quantidade_motos,quantidade_moradores,quantidade_familias,fator_expansao,quantidade_automoveis,id_municipio
28310,21697,1657,Condomínio horizontal (condomínio de casas),Própria paga,0,1,3,1,50.19,0,3106200
28311,21698,1657,Domicílio Isolado (casa),Própria paga,0,0,5,1,50.19,1,3106200
28312,21699,1603,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,73.81,0,3106200
28313,21700,1603,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,73.81,0,3106200
28314,21702,1603,Domicílio Isolado (casa),Alugada,0,0,4,1,73.81,0,3106200
28315,21703,1603,Domicílio Isolado (casa),Própria paga,0,0,2,1,73.81,1,3106200
28316,21704,1603,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,73.81,1,3106200
28317,21705,1603,Domicílio Isolado (casa),Própria paga,0,0,4,1,73.81,0,3106200
28318,21706,1603,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,73.81,0,3106200
28319,21707,1624,Domicílio Isolado (casa),Própria paga,0,0,5,1,86.36,0,3106200
28320,21708,1624,Domicílio Isolado (casa),Própria paga,0,0,4,1,86.36,1,3106200
28321,21710,1624,Domicílio Isolado (casa),Própria paga,0,0,2,1,86.36,1,3106200
28322,21713,1626,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,55.38,0,3106200
28323,21714,1626,Domicílio Isolado (casa),Própria paga,0,0,3,1,55.38,1,3106200
28324,21717,1626,Domicílio Isolado (casa),Própria paga,0,0,5,1,55.38,0,3106200
28325,21718,1618,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,77.06,0,3106200
28326,21719,1619,Domicílio Isolado (casa),Alugada,0,0,2,1,54.66,1,3106200
28327,21720,1618,Domicílio Isolado (casa),Própria paga,0,0,5,1,77.06,0,3106200
28328,21721,1619,Domicílio Isolado (casa),Própria paga,0,0,3,1,54.66,0,3106200
28329,21722,1618,Domicílio Isolado (casa),Alugada,0,0,6,1,77.06,0,3106200
28330,21723,1615,Domicílio Isolado (casa),Alugada,0,0,5,1,37.41,2,3106200
28331,21724,1617,Domicílio Isolado (casa),Própria paga,0,0,5,1,35.8,0,3106200
28332,21725,1618,Domicílio Isolado (casa),Própria paga,0,0,3,1,77.06,1,3106200
28333,21726,1618,Domicílio Isolado (casa),Própria paga,0,0,2,1,77.06,0,3106200
28334,21727,1613,Domicílio Isolado (casa),Cedida ou emprestada,0,1,3,1,52.64,1,3106200
28335,21728,1613,Domicílio Isolado (casa),Própria paga,0,0,4,1,52.64,1,3106200
28336,21729,1613,Domicílio Isolado (casa),Própria paga,0,0,5,1,52.64,1,3106200
28337,21731,1603,Domicílio Isolado (casa),Própria paga,0,0,1,1,73.81,0,3106200
28338,21732,1603,Domicílio Isolado (casa),Alugada,0,1,1,1,73.81,0,3106200
28339,21779,1613,Domicílio Isolado (casa),Própria paga,1,0,3,1,52.64,1,3106200
28340,21780,1613,Domicílio Isolado (casa),Própria paga,0,0,3,1,52.64,1,3106200
28341,21781,1613,Domicílio Isolado (casa),Própria paga,0,0,3,1,52.64,1,3106200
28342,21782,1613,Domicílio Isolado (casa),Própria paga,0,0,4,1,52.64,1,3106200
28343,21783,1655,Condomínio vertical (prédio de apartamentos),Alugada,0,1,2,1,51.58,1,3106200
28344,21784,1655,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,51.58,1,3106200
28345,21785,1655,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,51.58,0,3106200
28346,21786,1655,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,51.58,1,3106200
28347,21790,1614,Domicílio Isolado (casa),Própria paga,0,0,3,1,62.89,1,3106200
28348,21791,1614,Domicílio Isolado (casa),Própria paga,1,1,4,1,62.89,1,3106200
28349,21792,1626,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,55.38,0,3106200
28350,21793,1626,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,55.38,1,3106200
28351,21794,1626,Domicílio Isolado (casa),Própria paga,0,0,5,1,55.38,1,3106200
28352,21795,1626,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,55.38,1,3106200
28353,21796,1626,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,55.38,1,3106200
28354,21797,1626,Condomínio vertical (prédio de apartamentos),Própria paga,2,0,2,1,55.38,1,3106200
28355,21798,5330,Domicílio Isolado (casa),Própria paga,0,0,2,1,70.0,1,3118601
28356,21799,5330,Domicílio Isolado (casa),Própria paga,0,1,3,1,70.0,2,3118601
28357,21800,5330,Domicílio Isolado (casa),Alugada,0,0,3,1,70.0,1,3118601
28358,21802,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,2,3118601
28359,21803,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,0,3118601
28360,21805,5325,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.87,1,3118601
28361,21806,5325,Domicílio Isolado (casa),Própria paga,0,1,4,1,65.87,2,3118601
28362,21808,5325,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.87,0,3118601
28363,21809,5325,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.87,1,3118601
28364,21810,5325,Domicílio Isolado (casa),Própria paga,1,0,3,1,65.87,2,3118601
28365,21811,5043,Domicílio Isolado (casa),Própria paga,0,0,1,1,101.33,0,3118601
28366,21812,5043,Domicílio Isolado (casa),Própria paga,0,0,1,1,101.33,0,3118601
28367,21813,5043,Domicílio Isolado (casa),Própria paga,0,0,8,1,101.33,0,3118601
28368,21814,5043,Domicílio Isolado (casa),Própria paga,0,0,2,1,101.33,0,3118601
28369,21815,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,0,3118601
28370,21816,5046,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.62,1,3118601
28371,21818,5046,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.62,1,3118601
28372,21819,5046,Domicílio Isolado (casa),Própria paga,1,0,7,1,42.62,1,3118601
28373,21820,5051,Domicílio Isolado (casa),Própria paga,1,0,4,1,30.45,1,3118601
28374,21822,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,47.37,2,3118601
28375,21823,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,47.37,2,3118601
28376,21824,5320,Domicílio Isolado (casa),Cedida ou emprestada,3,0,4,1,47.37,0,3118601
28377,21825,5320,Domicílio Isolado (casa),Própria paga,0,0,3,1,47.37,1,3118601
28378,21826,5320,Domicílio Isolado (casa),Própria paga,0,0,4,1,47.37,0,3118601
28379,21827,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,1,3118601
28380,21828,5330,Domicílio Isolado (casa),Própria paga,1,0,5,1,70.0,1,3118601
28381,21830,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,0,3118601
28382,21831,5330,Domicílio Isolado (casa),Própria paga,0,0,4,1,70.0,1,3118601
28383,21832,5330,Domicílio Isolado (casa),Alugada,0,0,6,1,70.0,1,3118601
28384,21833,5330,Domicílio Isolado (casa),Própria paga,0,0,4,4,70.0,1,3118601
28385,21834,5325,Condomínio horizontal (condomínio de casas),Própria paga,1,0,3,1,65.87,0,3118601
28386,21835,5325,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.87,0,3118601
28387,21836,5325,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,65.87,0,3118601
28388,21837,5325,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.87,1,3118601
28389,21838,5325,Domicílio Isolado (casa),Alugada,0,0,3,1,65.87,0,3118601
28390,21839,5325,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,65.87,0,3118601
28391,21840,5043,Domicílio Isolado (casa),Própria paga,0,0,4,4,101.33,1,3118601
28392,21843,5043,Domicílio Isolado (casa),Própria paga,1,1,7,1,101.33,1,3118601
28393,21844,5043,Domicílio Isolado (casa),Própria paga,0,0,11,1,101.33,0,3118601
28394,21845,5046,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,42.62,0,3118601
28395,21846,5046,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.62,0,3118601
28396,21847,5046,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.62,1,3118601
28397,21848,5051,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,30.45,0,3118601
28398,21849,5051,Domicílio Isolado (casa),Própria paga,0,0,4,1,30.45,0,3118601
28399,21850,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,3,3118601
28400,21851,5320,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,2,1,47.37,1,3118601
28401,21852,5320,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,47.37,1,3118601
28402,21853,5320,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,3,1,47.37,1,3118601
28403,21855,5331,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.71,1,3118601
28404,21856,5331,Domicílio Isolado (casa),Cedida ou emprestada,1,0,5,1,56.71,1,3118601
28405,21857,5331,Domicílio Isolado (casa),Alugada,2,0,4,1,56.71,0,3118601
28406,21858,5331,Domicílio Isolado (casa),Própria paga,0,0,1,1,56.71,0,3118601
28407,21860,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,1,3118601
28408,21861,5331,Domicílio Isolado (casa),Alugada,0,0,2,1,56.71,0,3118601
28409,21862,5331,Domicílio Isolado (casa),Própria paga,1,0,4,1,56.71,1,3118601
28410,21863,5043,Domicílio Isolado (casa),Alugada,0,0,5,1,101.33,0,3118601
28411,21864,5043,Domicílio Isolado (casa),Própria paga,0,1,6,1,101.33,1,3118601
28412,21865,5043,Domicílio Isolado (casa),Própria paga,0,0,2,1,101.33,0,3118601
28413,21866,5043,Domicílio Isolado (casa),Alugada,0,1,6,1,101.33,0,3118601
28414,21867,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,0,3118601
28415,21868,5043,Domicílio Isolado (casa),Própria paga,0,0,2,1,101.33,0,3118601
28416,21869,5051,Domicílio Isolado (casa),Própria paga,0,0,3,1,30.45,0,3118601
28417,21870,5051,Domicílio Isolado (casa),Própria paga,0,0,2,1,30.45,0,3118601
28418,21871,5051,Domicílio Isolado (casa),Própria paga,0,0,4,1,30.45,0,3118601
28419,21873,5314,Condomínio vertical (prédio de apartamentos),Alugada,0,0,4,1,63.29,0,3118601
28420,21874,5320,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,47.37,1,3118601
28421,21875,5320,Condomínio horizontal (condomínio de casas),Cedida ou emprestada,0,0,4,1,47.37,1,3118601
28422,21876,5320,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,47.37,0,3118601
28423,21877,5330,Condomínio horizontal (condomínio de casas),Alugada,0,0,4,1,70.0,0,3118601
28424,21878,5330,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,70.0,1,3118601
28425,21879,5330,Condomínio horizontal (condomínio de casas),Alugada,0,0,2,1,70.0,0,3118601
28426,21881,5330,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,70.0,2,3118601
28427,21882,5330,Condomínio horizontal (condomínio de casas),Própria paga,0,0,6,1,70.0,0,3118601
28428,21883,5326,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,63.78,0,3118601
28429,21886,5043,Condomínio horizontal (condomínio de casas),Própria paga,0,0,7,1,101.33,0,3118601
28430,21888,5046,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,42.62,0,3118601
28431,21890,5046,Condomínio horizontal (condomínio de casas),Alugada,0,0,3,1,42.62,0,3118601
28432,21891,5046,Condomínio horizontal (condomínio de casas),Própria paga,0,0,12,1,42.62,0,3118601
28433,21892,5046,Condomínio horizontal (condomínio de casas),Cedida ou emprestada,1,0,2,1,42.62,0,3118601
28434,21893,5051,Condomínio horizontal (condomínio de casas),Própria paga,0,0,5,1,30.45,2,3118601
28435,21894,5051,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,30.45,0,3118601
28436,21895,5330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,70.0,1,3118601
28437,21896,5330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,70.0,1,3118601
28438,21897,5330,Domicílio Isolado (casa),Própria paga,0,0,1,1,70.0,0,3118601
28439,21898,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,0,3118601
28440,21899,5330,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,70.0,0,3118601
28441,21900,5330,Domicílio Isolado (casa),Própria paga,0,0,2,1,70.0,0,3118601
28442,21901,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,0,3118601
28443,21907,5325,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,65.87,1,3118601
28444,21908,5325,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,3,1,65.87,1,3118601
28445,21910,5044,Domicílio Isolado (casa),Própria paga,0,1,6,1,3.12,2,3118601
28446,21911,5044,Domicílio Isolado (casa),Alugada,0,0,3,1,3.12,0,3118601
28447,21912,5044,Domicílio Isolado (casa),Alugada,0,0,2,1,3.12,1,3118601
28448,21923,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,60.89,1,3118601
28449,21924,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,3,1,60.89,1,3118601
28450,21925,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,60.89,1,3118601
28451,21926,5321,Domicílio Isolado (casa),Própria paga,0,0,3,1,60.89,0,3118601
28452,21927,5321,Domicílio Isolado (casa),Própria paga,0,0,2,1,60.89,0,3118601
28453,21928,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,60.89,1,3118601
28454,21929,5330,Domicílio Isolado (casa),Própria paga,0,0,5,1,70.0,0,3118601
28455,21930,5330,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,70.0,0,3118601
28456,21931,5330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,70.0,1,3118601
28457,21932,5330,Domicílio Isolado (casa),Alugada,0,0,5,1,70.0,1,3118601
28458,21933,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,3,3118601
28459,21934,5330,Domicílio Isolado (casa),Própria paga,0,0,3,1,70.0,0,3118601
28460,21935,5330,Domicílio Isolado (casa),Própria paga,0,1,2,1,70.0,0,3118601
28461,21936,5325,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.87,0,3118601
28462,21937,5325,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,65.87,2,3118601
28463,21938,5325,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.87,2,3118601
28464,21939,5325,Domicílio Isolado (casa),Alugada,1,0,3,1,65.87,0,3118601
28465,21940,5325,Domicílio Isolado (casa),Própria paga,0,0,1,1,65.87,0,3118601
28466,21941,5325,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.87,1,3118601
28467,21942,5325,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,65.87,2,3118601
28468,21943,5046,Domicílio Isolado (casa),Própria paga,0,0,3,1,42.62,0,3118601
28469,21944,5046,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.62,1,3118601
28470,21945,5046,"Domicílio rural (sítio, fazenda, chácara)",Própria paga,1,0,4,1,42.62,0,3118601
28471,21946,5051,Domicílio Isolado (casa),Própria paga,0,0,4,1,30.45,1,3118601
28472,21947,5051,Domicílio Isolado (casa),Própria paga,0,0,4,1,30.45,1,3118601
28473,21948,5051,Domicílio Isolado (casa),Própria paga,0,0,3,1,30.45,0,3118601
28474,21949,5321,Domicílio Isolado (casa),Própria paga,0,0,4,1,60.89,0,3118601
28475,21950,5321,Domicílio Isolado (casa),Própria paga,0,1,2,1,60.89,0,3118601
28476,21951,5321,Domicílio Isolado (casa),Própria paga,0,0,5,1,60.89,1,3118601
28477,21952,5321,Domicílio Isolado (casa),Própria paga,0,0,6,1,60.89,2,3118601
28478,21953,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,60.89,1,3118601
28479,21954,5329,Domicílio Isolado (casa),Própria paga,0,0,6,1,53.27,1,3118601
28480,21955,5329,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,53.27,0,3118601
28481,21956,5329,Domicílio Isolado (casa),Própria paga,0,0,2,1,53.27,1,3118601
28482,21957,5329,Domicílio Isolado (casa),Própria paga,0,0,6,1,53.27,1,3118601
28483,21958,5329,Domicílio Isolado (casa),Própria paga,0,0,2,1,53.27,0,3118601
28484,21959,5329,Domicílio Isolado (casa),Própria paga,0,0,5,1,53.27,1,3118601
28485,21960,5331,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.71,0,3118601
28486,21961,5331,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.71,1,3118601
28487,21962,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,0,3118601
28488,21963,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,0,3118601
28489,21964,5331,Domicílio Isolado (casa),Própria paga,0,1,6,1,56.71,0,3118601
28490,21965,5331,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.71,0,3118601
28491,21966,5331,Domicílio Isolado (casa),Alugada,0,0,1,1,56.71,0,3118601
28492,21967,5331,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.71,0,3118601
28493,21968,5043,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,101.33,1,3118601
28494,21969,5043,Domicílio Isolado (casa),Própria paga,0,1,5,1,101.33,0,3118601
28495,21970,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,0,3118601
28496,21971,5043,Domicílio Isolado (casa),Própria paga,0,0,5,1,101.33,1,3118601
28497,21972,5043,Domicílio Isolado (casa),Própria paga,0,0,5,1,101.33,1,3118601
28498,21973,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,0,3118601
28499,21974,5045,Domicílio Isolado (casa),Própria paga,0,0,4,1,4.65,0,3118601
28500,21975,5045,Domicílio Isolado (casa),Própria paga,0,0,3,1,4.65,1,3118601
28501,21976,5045,Domicílio Isolado (casa),Própria paga,0,0,2,1,4.65,1,3118601
28502,21977,5045,Domicílio Isolado (casa),Própria paga,0,0,3,1,4.65,1,3118601
28503,21978,5045,Domicílio Isolado (casa),Própria paga,0,0,3,1,4.65,0,3118601
28504,21979,5045,Domicílio Isolado (casa),Própria paga,0,0,5,1,4.65,0,3118601
28505,21980,5045,Domicílio Isolado (casa),Própria paga,0,0,2,1,4.65,0,3118601
28506,21981,5051,Domicílio Isolado (casa),Própria paga,0,0,2,1,30.45,0,3118601
28507,21982,5051,Domicílio Isolado (casa),Própria paga,0,0,7,1,30.45,0,3118601
28508,21983,5320,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,3,1,47.37,0,3118601
28509,21984,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,47.37,0,3118601
28510,21985,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,47.37,0,3118601
28511,21986,5320,Condomínio vertical (prédio de apartamentos),Alugada,0,1,2,1,47.37,1,3118601
28512,21987,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,47.37,1,3118601
28513,21989,5329,Domicílio Isolado (casa),Alugada,0,0,2,1,53.27,0,3118601
28514,21990,5329,Domicílio Isolado (casa),Própria paga,0,0,1,1,53.27,0,3118601
28515,21991,5329,Domicílio Isolado (casa),Própria paga,0,0,4,1,53.27,1,3118601
28516,21992,5329,Domicílio Isolado (casa),Própria paga,0,0,4,1,53.27,1,3118601
28517,21993,5329,Domicílio Isolado (casa),Própria paga,0,0,3,1,53.27,1,3118601
28518,21995,5331,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.71,1,3118601
28519,21996,5331,Domicílio Isolado (casa),Própria paga,0,0,1,1,56.71,1,3118601
28520,21997,5331,Domicílio Isolado (casa),Própria paga,0,0,5,1,56.71,1,3118601
28521,21998,5331,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.71,0,3118601
28522,21999,5331,Domicílio Isolado (casa),Alugada,0,1,2,1,56.71,2,3118601
28523,22000,5331,Domicílio Isolado (casa),Própria paga,0,0,1,1,56.71,0,3118601
28524,22001,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,2,3118601
28525,22002,5331,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.71,1,3118601
28526,22004,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,1,3118601
28527,22006,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,1,3118601
28528,22007,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,1,3118601
28529,22008,5046,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.62,0,3118601
28530,22009,5046,Domicílio Isolado (casa),Cedida ou emprestada,0,1,1,1,42.62,0,3118601
28531,22010,5046,Domicílio Isolado (casa),Alugada,0,0,3,1,42.62,0,3118601
28532,22011,5046,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.62,0,3118601
28533,22012,5051,Domicílio Isolado (casa),Própria paga,0,0,3,1,30.45,0,3118601
28534,22023,5036,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.36,1,3118601
28535,22024,5036,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.36,0,3118601
28536,22026,5036,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.36,0,3118601
28537,22027,5036,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.36,1,3118601
28538,22029,5329,Domicílio Isolado (casa),Própria paga,0,0,3,1,53.27,1,3118601
28539,22030,5329,Domicílio Isolado (casa),Própria paga,0,0,4,1,53.27,0,3118601
28540,22031,5329,Domicílio Isolado (casa),Própria paga,0,0,2,1,53.27,0,3118601
28541,22032,5329,Domicílio Isolado (casa),Própria paga,0,0,4,1,53.27,1,3118601
28542,22033,5329,Domicílio Isolado (casa),Alugada,0,1,1,1,53.27,0,3118601
28543,22034,5329,Domicílio Isolado (casa),Própria paga,0,0,2,1,53.27,1,3118601
28544,22035,5036,Domicílio Isolado (casa),Alugada,0,0,2,1,65.36,1,3118601
28545,22037,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,0,3118601
28546,22038,5331,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.71,1,3118601
28547,22039,5331,Domicílio Isolado (casa),Própria em pagamento,0,1,4,1,56.71,1,3118601
28548,22040,5331,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,1,3118601
28549,22041,5331,Domicílio Isolado (casa),Cedida ou emprestada,0,0,1,1,56.71,1,3118601
28550,22042,5043,Domicílio Isolado (casa),Própria paga,0,2,3,1,101.33,0,3118601
28551,22043,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,0,3118601
28552,22044,5043,Domicílio Isolado (casa),Própria paga,0,0,3,1,101.33,1,3118601
28553,22045,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,1,3118601
28554,22047,5043,Domicílio Isolado (casa),Própria paga,1,0,1,1,101.33,0,3118601
28555,22048,5046,Domicílio Isolado (casa),Própria paga,1,0,2,1,42.62,0,3118601
28556,22049,5046,Domicílio Isolado (casa),Própria paga,0,1,4,1,42.62,0,3118601
28557,22050,5046,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.62,1,3118601
28558,22051,5046,Domicílio Isolado (casa),Própria paga,0,1,4,1,42.62,0,3118601
28559,22052,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,47.37,1,3118601
28560,22053,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,47.37,0,3118601
28561,22054,5320,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,3,1,47.37,0,3118601
28562,22055,5320,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,47.37,1,3118601
28563,22056,5320,Domicílio Isolado (casa),Própria paga,0,0,1,1,47.37,1,3118601
28564,22057,5320,Domicílio Isolado (casa),Própria paga,2,0,3,1,47.37,0,3118601
28565,22058,5013,Domicílio Isolado (casa),Própria paga,0,0,2,1,91.92,0,3118601
28566,22059,5013,Domicílio Isolado (casa),Própria paga,0,0,4,1,91.92,0,3118601
28567,22061,5013,Domicílio Isolado (casa),Própria paga,1,0,7,1,91.92,0,3118601
28568,22062,5013,Domicílio Isolado (casa),Própria paga,1,0,4,1,91.92,0,3118601
28569,22063,5013,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,91.92,0,3118601
28570,22064,5013,Domicílio Isolado (casa),Própria paga,1,0,5,1,91.92,1,3118601
28571,22065,5013,Domicílio Isolado (casa),Própria paga,2,0,6,1,91.92,1,3118601
28572,22066,5026,Domicílio Isolado (casa),Própria paga,1,0,3,1,95.0,0,3118601
28573,22067,5026,Domicílio Isolado (casa),Própria paga,0,0,5,1,95.0,0,3118601
28574,22068,5043,Domicílio Isolado (casa),Própria paga,1,0,2,1,101.33,0,3118601
28575,22069,5043,Domicílio Isolado (casa),Própria paga,0,0,4,1,101.33,0,3118601
28576,22070,6018,Domicílio Isolado (casa),Própria paga,1,0,2,1,67.08,1,3118601
28577,22071,5043,Domicílio Isolado (casa),Alugada,0,0,7,1,101.33,1,3118601
28578,22072,5043,Domicílio Isolado (casa),Própria paga,1,1,4,1,101.33,0,3118601
28579,22074,5026,Domicílio Isolado (casa),Própria paga,0,0,4,1,95.0,1,3118601
28580,22075,5026,Domicílio Isolado (casa),Própria paga,0,0,3,1,95.0,0,3118601
28581,22076,5012,Domicílio Isolado (casa),Alugada,0,1,2,1,42.28,0,3118601
28582,22077,5012,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.28,0,3118601
28583,22078,5012,Domicílio Isolado (casa),Própria paga,1,1,4,1,42.28,1,3118601
28584,22079,5012,Domicílio Isolado (casa),Própria paga,1,0,2,1,42.28,1,3118601
28585,22080,5012,Domicílio Isolado (casa),Própria paga,2,0,2,1,42.28,0,3118601
28586,22081,5012,Domicílio Isolado (casa),Própria paga,0,0,4,1,42.28,2,3118601
28587,22082,5063,Domicílio Isolado (casa),Própria paga,1,0,4,1,59.56,1,3118601
28588,22083,5063,Domicílio Isolado (casa),Alugada,0,0,3,1,59.56,0,3118601
28589,22085,5063,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.56,1,3118601
28590,22086,5063,Domicílio Isolado (casa),Própria paga,1,0,4,1,59.56,1,3118601
28591,22088,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,60.89,1,3118601
28592,22090,5321,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,60.89,0,3118601
28593,22092,5321,Condomínio vertical (prédio de apartamentos),Própria paga,2,1,3,1,60.89,2,3118601
28594,22093,5330,Condomínio vertical (prédio de apartamentos),Própria paga,1,1,3,1,70.0,1,3118601
28595,22094,5330,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,1,70.0,0,3118601
28596,22096,5330,Domicílio Isolado (casa),Própria paga,0,0,5,1,70.0,2,3118601
28597,22097,5330,Domicílio Isolado (casa),Alugada,0,0,5,1,70.0,1,3118601
28598,22098,5330,Domicílio Isolado (casa),Alugada,0,1,3,1,70.0,0,3118601
28599,22100,5043,Domicílio Isolado (casa),Própria paga,0,0,5,1,101.33,0,3118601
28600,22101,5043,Domicílio Isolado (casa),Própria paga,0,1,4,1,101.33,0,3118601
28601,22102,5043,Domicílio Isolado (casa),Própria paga,0,0,1,1,101.33,0,3118601
