,id_domicilio,id_zona,tipologia_domicilio,regime_ocupacao,quantidade_bicicletas,quantidade_motos,quantidade_moradores,quantidade_familias,fator_expansao,quantidade_automoveis,id_municipio
0,25331,1311,Domicílio Isolado (casa),Alugada,0,0,4,1,55.26,2,3106200
1,25332,1312,Domicílio Isolado (casa),Própria paga,0,0,1,1,52.04,0,3106200
2,25333,1312,Domicílio Isolado (casa),Alugada,0,0,4,1,52.04,0,3106200
3,25334,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,2,3106200
4,25335,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,0,3106200
5,25336,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,1,3106200
6,25337,1345,Domicílio Isolado (casa),Alugada,0,0,5,1,64.47,0,3106200
7,25338,1345,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,64.47,1,3106200
8,25339,1345,Domicílio Isolado (casa),Própria paga,0,0,2,1,64.47,1,3106200
9,25340,1330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,46.73,1,3106200
10,25341,1330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,46.73,0,3106200
11,25342,1388,Domicílio Isolado (casa),Própria paga,0,0,3,1,55.65,3,3106200
12,25343,1388,Domicílio Isolado (casa),Própria paga,0,0,4,1,55.65,0,3106200
13,25344,1388,Domicílio Isolado (casa),Própria paga,0,0,2,1,55.65,1,3106200
14,25345,1388,Domicílio Isolado (casa),Cedida ou emprestada,0,0,1,1,55.65,0,3106200
15,25346,1388,Domicílio Isolado (casa),Própria paga,0,0,2,1,55.65,0,3106200
16,25347,1329,Domicílio Isolado (casa),Própria paga,0,0,3,1,15.0,1,3106200
17,2,1805,Domicílio Isolado (casa),Própria paga,0,0,1,1,57.63,0,3106200
18,3,1805,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,1,57.63,1,3106200
19,4,1805,Domicílio Isolado (casa),Própria paga,0,0,5,1,57.63,3,3106200
20,6,1805,Domicílio Isolado (casa),Própria paga,0,0,4,1,57.63,0,3106200
21,9,1836,Domicílio Isolado (casa),Alugada,0,0,2,1,17.17,0,3106200
22,11,18104,Domicílio Isolado (casa),Própria paga,6,0,2,1,71.6,0,3157807
23,12,18105,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,70.46,4,3157807
24,22,1702,Domicílio Isolado (casa),Invadida,3,9,3,1,41.32,0,3157807
25,24,1702,Domicílio Isolado (casa),Própria paga,1,1,5,1,41.32,7,3157807
26,25,2006,Domicílio Isolado (casa),Própria paga,3,0,5,1,65.04,0,3106705
27,28,2010,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.42,0,3106705
28,29,2010,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.42,0,3106705
29,40,1702,Domicílio Isolado (casa),Alugada,0,0,3,1,41.32,0,3106200
30,43,15009,Domicílio Isolado (casa),Própria paga,0,0,3,1,64.19,1,3154606
31,44,15026,Domicílio Isolado (casa),Própria paga,0,0,3,1,60.94,0,3154606
32,45,15026,Domicílio Isolado (casa),Própria paga,0,0,2,1,60.94,1,3154606
33,46,15026,Domicílio Isolado (casa),Própria paga,0,1,5,1,60.94,0,3154606
34,48,15026,Domicílio Isolado (casa),Própria paga,0,0,3,1,60.94,0,3154606
35,50,1702,Domicílio Isolado (casa),Própria em pagamento,0,1,4,1,41.32,1,3106200
36,52,1702,Domicílio Isolado (casa),Própria paga,0,0,3,1,41.32,0,3106200
37,54,1702,Domicílio Isolado (casa),Própria paga,0,0,5,1,41.32,1,3106200
38,61,1001,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,67.17,0,3106200
39,76,1003,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,85.73,0,3106200
40,79,1005,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,70.9,1,3106200
41,83,1002,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,85.93,0,3106200
42,87,1702,Domicílio Isolado (casa),Alugada,1,0,2,1,41.32,0,3106200
43,88,1702,Domicílio Isolado (casa),Própria paga,3,1,6,1,41.32,2,3106200
44,89,18104,Domicílio Isolado (casa),Própria paga,0,0,3,1,71.6,1,3157807
45,25199,1307,Domicílio Isolado (casa),Própria paga,0,2,5,1,66.55,1,3106200
46,25200,1307,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.55,0,3106200
47,25201,1307,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,0,3106200
48,25202,1307,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,1,3106200
49,25203,1308,Domicílio Isolado (casa),Própria paga,0,0,6,1,63.86,1,3106200
50,25204,1305,Domicílio Isolado (casa),Própria paga,0,0,8,1,56.59,2,3106200
51,25205,1305,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.59,0,3106200
52,25206,1305,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.59,1,3106200
53,25207,1305,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.59,2,3106200
54,25210,1305,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.59,1,3106200
55,25211,1305,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.59,1,3106200
56,25212,1305,Domicílio Isolado (casa),Própria paga,0,1,3,1,56.59,1,3106200
57,25213,1305,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.59,2,3106200
58,25215,1303,Domicílio Isolado (casa),Alugada,1,0,3,1,59.18,0,3106200
59,25216,1303,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.18,1,3106200
60,25217,1318,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,0,3106200
61,25218,1318,Domicílio Isolado (casa),Própria paga,0,0,3,1,56.71,2,3106200
62,25219,1318,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,56.71,3,3106200
63,25221,1385,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,1,1,34.95,1,3106200
64,25222,1385,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,5,1,34.95,1,3106200
65,25223,1310,Domicílio Isolado (casa),Alugada,0,0,3,1,74.14,0,3106200
66,25224,1310,Domicílio Isolado (casa),Cedida ou emprestada,0,1,3,1,74.14,1,3106200
67,25225,1310,Domicílio Isolado (casa),Própria paga,0,0,2,1,74.14,0,3106200
68,25226,1310,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,74.14,0,3106200
69,25227,1310,Domicílio Isolado (casa),Alugada,0,0,4,1,74.14,0,3106200
70,25228,1306,Domicílio Isolado (casa),Própria paga,0,0,2,1,79.38,0,3106200
71,25229,1306,Domicílio Isolado (casa),Própria paga,0,0,3,1,79.38,2,3106200
72,25230,1306,Domicílio Isolado (casa),Própria paga,0,0,2,1,79.38,1,3106200
73,25231,1306,Domicílio Isolado (casa),Própria paga,0,0,5,1,79.38,1,3106200
74,25232,1306,Domicílio Isolado (casa),Alugada,0,0,8,1,79.38,0,3106200
75,25233,1306,Domicílio Isolado (casa),Própria paga,0,0,2,1,79.38,1,3106200
76,25234,1306,Domicílio Isolado (casa),Própria paga,0,0,3,1,79.38,1,3106200
77,25235,1306,Domicílio Isolado (casa),Própria paga,0,0,2,1,79.38,0,3106200
78,25236,1306,Domicílio Isolado (casa),Própria paga,0,0,3,1,79.38,0,3106200
79,25237,1310,Domicílio Isolado (casa),Alugada,0,0,2,1,74.14,0,3106200
80,25238,1306,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,79.38,0,3106200
81,25239,1310,"Domicílio rural (sítio, fazenda, chácara)",Própria paga,0,0,3,1,74.14,2,3106200
82,25241,1385,Domicílio Isolado (casa),Alugada,0,0,3,1,34.95,1,3106200
83,25242,1385,Domicílio Isolado (casa),Própria paga,0,0,3,1,34.95,0,3106200
84,25243,1385,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,34.95,0,3106200
85,25244,1385,Domicílio Isolado (casa),Própria paga,0,0,4,1,34.95,1,3106200
86,25248,1306,Domicílio Isolado (casa),Própria paga,1,0,2,1,79.38,0,3106200
87,25302,1385,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,34.95,1,3106200
88,25303,1310,Domicílio Isolado (casa),Própria paga,0,0,3,1,74.14,2,3106200
89,25304,1310,Domicílio Isolado (casa),Própria paga,1,0,2,1,74.14,0,3106200
90,25305,1310,Domicílio Isolado (casa),Própria paga,0,0,3,1,74.14,1,3106200
91,25306,1310,Condomínio vertical (prédio de apartamentos),Alugada,0,0,5,1,74.14,0,3106200
92,25307,1310,Domicílio Isolado (casa),Própria paga,0,0,4,1,74.14,1,3106200
93,25308,1305,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.59,0,3106200
94,25309,1385,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,34.95,0,3106200
95,25310,1306,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,79.38,0,3106200
96,25311,1306,Domicílio Isolado (casa),Própria paga,0,0,3,1,79.38,0,3106200
97,25312,1306,Domicílio Isolado (casa),Própria paga,0,0,3,1,79.38,0,3106200
98,25313,1306,Domicílio Isolado (casa),Alugada,0,0,6,1,79.38,0,3106200
99,25314,1306,Domicílio Isolado (casa),Própria paga,0,0,2,1,79.38,2,3106200
100,25315,1306,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,79.38,0,3106200
101,25316,1306,Domicílio Isolado (casa),Alugada,0,0,4,1,79.38,1,3106200
102,25317,1318,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,56.71,1,3106200
103,25318,1385,Domicílio Isolado (casa),Própria paga,1,0,6,1,34.95,2,3106200
104,25319,1307,Domicílio Isolado (casa),Alugada,1,0,2,2,66.55,0,3106200
105,25320,1385,Domicílio Isolado (casa),Própria paga,0,0,3,1,34.95,1,3106200
106,25321,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,0,3106200
107,25322,1310,Domicílio Isolado (casa),Própria paga,0,0,2,1,74.14,1,3106200
108,25325,1311,Domicílio Isolado (casa),Própria paga,0,0,4,1,55.26,1,3106200
109,25326,1312,Domicílio Isolado (casa),Própria paga,0,0,4,1,52.04,1,3106200
110,25327,1311,Domicílio Isolado (casa),Própria paga,0,1,4,1,55.26,1,3106200
111,25328,1311,Domicílio Isolado (casa),Própria paga,0,0,3,1,55.26,1,3106200
112,25329,1311,Domicílio Isolado (casa),Própria paga,0,0,1,1,55.26,0,3106200
113,25330,1311,Domicílio Isolado (casa),Própria paga,0,0,4,1,55.26,0,3106200
114,25348,1329,Domicílio Isolado (casa),Própria paga,0,0,1,1,15.0,0,3106200
115,25349,1330,Domicílio Isolado (casa),Própria paga,0,0,1,1,46.73,0,3106200
116,25350,1330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,46.73,1,3106200
117,25351,1330,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,46.73,1,3106200
118,25352,1318,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,56.71,1,3106200
119,25354,1304,Domicílio Isolado (casa),Própria paga,0,0,2,1,31.52,0,3106200
120,25355,1303,Domicílio Isolado (casa),Alugada,0,0,3,1,59.18,0,3106200
121,25356,1304,Domicílio Isolado (casa),Própria paga,0,1,5,1,31.52,1,3106200
122,25357,1303,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.18,0,3106200
123,25358,1303,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.18,0,3106200
124,25360,1303,Domicílio Isolado (casa),Própria paga,0,1,2,1,59.18,1,3106200
125,25361,1303,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.18,1,3106200
126,25362,1303,Domicílio Isolado (casa),Alugada,0,0,1,1,59.18,0,3106200
127,25363,1303,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.18,0,3106200
128,25364,1303,Domicílio Isolado (casa),Própria paga,0,1,4,1,59.18,2,3106200
129,25365,1303,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.18,0,3106200
130,25366,1303,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.18,0,3106200
131,25367,1303,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.18,1,3106200
132,25368,1333,Domicílio Isolado (casa),Própria paga,0,0,4,1,181.84,0,3106200
133,25369,1333,Domicílio Isolado (casa),Invadida,0,0,2,1,181.84,0,3106200
134,25370,1333,Domicílio Isolado (casa),Invadida,0,0,10,1,181.84,3,3106200
135,25371,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,0,3106200
136,25372,1312,Domicílio Isolado (casa),Cedida ou emprestada,3,0,8,1,52.04,2,3106200
137,25373,1312,Domicílio Isolado (casa),Própria paga,0,0,4,1,52.04,0,3106200
138,25376,1312,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,2,52.04,0,3106200
139,25377,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,0,3106200
140,25379,1312,Domicílio Isolado (casa),Cedida ou emprestada,1,1,3,1,52.04,1,3106200
141,25380,1345,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,64.47,1,3106200
142,25381,1345,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,64.47,1,3106200
143,25382,1345,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,64.47,0,3106200
144,25383,1345,Condomínio horizontal (condomínio de casas),Alugada,0,0,2,1,64.47,0,3106200
145,25384,1307,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,0,3106200
146,25385,1388,Domicílio Isolado (casa),Própria paga,1,1,5,1,55.65,1,3106200
147,25386,1388,Domicílio Isolado (casa),Própria paga,0,0,8,1,55.65,0,3106200
148,25387,1388,Domicílio Isolado (casa),Alugada,0,0,3,1,55.65,0,3106200
149,25388,1388,Domicílio Isolado (casa),Própria paga,0,0,2,1,55.65,0,3106200
150,25389,1388,Domicílio Isolado (casa),Própria paga,0,0,7,1,55.65,0,3106200
151,25390,1308,Domicílio Isolado (casa),Alugada,0,0,4,1,63.86,1,3106200
152,25392,1304,Domicílio Isolado (casa),Própria paga,1,0,4,1,31.52,1,3106200
153,25393,1303,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.18,1,3106200
154,25395,1303,Domicílio Isolado (casa),Própria paga,0,0,1,1,59.18,0,3106200
155,25399,1303,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,59.18,1,3106200
156,25401,1304,Domicílio Isolado (casa),Própria paga,0,0,3,1,31.52,1,3106200
157,25402,1303,Domicílio Isolado (casa),Própria paga,0,1,4,1,59.18,1,3106200
158,25403,1303,Condomínio horizontal (condomínio de casas),Própria paga,0,0,3,1,59.18,0,3106200
159,25404,1303,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,59.18,1,3106200
160,25405,1303,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.18,2,3106200
161,25406,1303,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.18,0,3106200
162,25408,1388,Domicílio Isolado (casa),Própria paga,0,0,4,1,55.65,0,3106200
163,25409,1388,Domicílio Isolado (casa),Própria paga,0,0,3,1,55.65,1,3106200
164,25410,1388,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,1,55.65,0,3106200
165,25411,1388,Domicílio Isolado (casa),Própria paga,1,0,5,1,55.65,1,3106200
166,25413,1371,Domicílio Isolado (casa),Própria paga,0,0,2,1,58.54,0,3106200
167,25414,1371,Domicílio Isolado (casa),Cedida ou emprestada,1,0,5,1,58.54,3,3106200
168,25416,1371,Domicílio Isolado (casa),Própria paga,0,1,3,1,58.54,3,3106200
169,25417,1371,Domicílio Isolado (casa),Própria paga,0,0,1,1,58.54,1,3106200
170,25418,1371,Domicílio Isolado (casa),Própria paga,2,0,5,1,58.54,1,3106200
171,25419,1371,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,58.54,2,3106200
172,25420,1371,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,5,1,58.54,1,3106200
173,25421,1312,Domicílio Isolado (casa),Alugada,0,0,1,1,52.04,1,3106200
174,25422,1312,"Domicílio rural (sítio, fazenda, chácara)",Própria paga,0,0,3,1,52.04,0,3106200
175,25423,1312,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.04,0,3106200
176,25424,1345,Condomínio vertical (prédio de apartamentos),Própria paga,1,0,2,1,64.47,1,3106200
177,25425,1345,Condomínio vertical (prédio de apartamentos),Alugada,0,0,1,1,64.47,0,3106200
178,25427,1262,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,55.71,0,3106200
179,25429,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,0,3106200
180,25431,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,0,3106200
181,25434,1229,Domicílio Isolado (casa),Cedida ou emprestada,1,0,3,1,65.48,0,3106200
182,25435,1229,Domicílio Isolado (casa),Própria paga,3,0,4,1,65.48,0,3106200
183,25436,1262,Domicílio Isolado (casa),Própria paga,0,0,2,1,55.71,1,3106200
184,25437,1232,Domicílio Isolado (casa),Própria em pagamento,0,0,3,1,66.55,1,3106200
185,25439,1232,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,66.55,0,3106200
186,25441,1232,Domicílio Isolado (casa),Própria em pagamento,0,0,4,1,66.55,0,3106200
187,25442,1268,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,15.72,1,3106200
188,25444,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,2,15.72,1,3106200
189,25448,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,0,3106200
190,25450,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,0,3106200
191,25451,1248,Domicílio Isolado (casa),Própria paga,0,1,2,1,66.75,1,3106200
192,25452,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,1,3106200
193,25453,1248,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.75,1,3106200
194,25454,1248,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.75,0,3106200
195,25455,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,0,3106200
196,25457,1218,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.56,0,3106200
197,25458,1218,Domicílio Isolado (casa),Própria paga,3,1,4,1,59.56,1,3106200
198,25460,1218,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.56,1,3106200
199,25462,1217,Domicílio Isolado (casa),Alugada,0,0,4,1,66.48,0,3106200
200,25463,1217,Domicílio Isolado (casa),Própria paga,0,0,6,1,66.48,2,3106200
201,25464,1217,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.48,1,3106200
202,25465,1217,Domicílio Isolado (casa),Alugada,0,0,5,1,66.48,0,3106200
203,25466,1217,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,66.48,0,3106200
204,25467,1217,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.48,1,3106200
205,25469,1217,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,66.48,1,3106200
206,25470,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,2,3106200
207,25471,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,0,3106200
208,25477,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,1,3106200
209,25478,1248,Domicílio Isolado (casa),Própria paga,1,0,2,1,66.75,0,3106200
210,25479,1248,Domicílio Isolado (casa),Cedida ou emprestada,0,0,2,1,66.75,0,3106200
211,25480,1248,Domicílio Isolado (casa),Própria paga,1,0,2,1,66.75,0,3106200
212,25644,1249,Domicílio Isolado (casa),Própria paga,0,0,4,1,28.95,1,3106200
213,25645,1249,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.95,2,3106200
214,25646,1249,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.95,1,3106200
215,25647,1249,Domicílio Isolado (casa),Própria paga,0,0,1,1,28.95,1,3106200
216,25648,1249,Domicílio Isolado (casa),Própria paga,0,0,4,1,28.95,0,3106200
217,25834,15209,Domicílio Isolado (casa),Própria paga,0,1,4,1,65.86,1,3154606
218,25835,15209,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.86,2,3154606
219,25836,15209,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.86,0,3154606
220,25837,15209,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.86,1,3154606
221,25838,15208,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.27,1,3154606
222,25839,15208,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.27,0,3154606
223,25840,15208,Domicílio Isolado (casa),Própria paga,1,1,6,1,59.27,0,3154606
224,25841,15220,Domicílio Isolado (casa),Própria paga,0,0,4,1,17.18,1,3154606
225,25933,15029,Domicílio Isolado (casa),Própria paga,3,0,3,1,27.0,1,3154606
226,25936,1651,Domicílio Isolado (casa),Própria paga,0,0,2,1,10.11,0,3106200
227,25937,1651,Domicílio Isolado (casa),Alugada,0,0,2,1,10.11,0,3106200
228,25938,1651,Domicílio Isolado (casa),Alugada,0,0,1,1,10.11,0,3106200
229,25939,1651,Domicílio Isolado (casa),Cedida ou emprestada,1,0,1,1,10.11,1,3106200
230,26028,1610,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,62.28,1,3106200
231,26031,1610,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,62.28,2,3106200
232,26032,1611,Condomínio horizontal (condomínio de casas),Própria paga,0,0,1,1,24.36,0,3106200
233,26033,1611,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,24.36,0,3106200
234,26034,1611,Domicílio Isolado (casa),Própria paga,0,0,4,1,24.36,0,3106200
235,26035,1611,Domicílio Isolado (casa),Alugada,0,0,2,1,24.36,0,3106200
236,26298,1114,Domicílio Isolado (casa),Alugada,0,0,3,1,81.47,0,3106200
237,26299,1114,Domicílio Isolado (casa),Alugada,0,0,2,1,81.47,1,3106200
238,26300,1114,Domicílio Isolado (casa),Própria paga,0,0,2,1,81.47,1,3106200
239,26301,1114,Domicílio Isolado (casa),Própria paga,0,0,2,1,81.47,1,3106200
240,26302,1114,Domicílio Isolado (casa),Própria paga,0,0,4,1,81.47,1,3106200
241,26476,30004,Domicílio Isolado (casa),Própria paga,1,0,4,1,85.21,1,3141108
242,26477,30004,Domicílio Isolado (casa),Própria paga,0,0,5,1,85.21,0,3141108
243,26478,30004,Domicílio Isolado (casa),Própria paga,0,0,3,1,85.21,0,3141108
244,26480,30004,Domicílio Isolado (casa),Própria paga,0,0,4,1,85.21,0,3141108
245,26481,30004,Domicílio Isolado (casa),Própria paga,0,0,3,1,85.21,0,3141108
246,26482,30004,Domicílio Isolado (casa),Própria paga,1,0,4,1,85.21,2,3141108
247,26837,5314,Condomínio vertical (prédio de apartamentos),Alugada,0,1,2,1,63.29,1,3118601
248,26838,5314,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,63.29,1,3118601
249,26839,5314,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,63.29,2,3118601
250,26840,5314,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,63.29,1,3118601
251,26843,5314,Domicílio Isolado (casa),Cedida ou emprestada,0,0,4,1,63.29,1,3118601
252,25481,1248,Domicílio Isolado (casa),Própria paga,0,0,5,1,66.75,1,3106200
253,25483,1248,Domicílio Isolado (casa),Própria paga,1,1,5,1,66.75,0,3106200
254,25484,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,1,3106200
255,25485,1249,Domicílio Isolado (casa),Própria paga,0,0,1,1,28.95,0,3106200
256,25486,1249,Domicílio Isolado (casa),Cedida ou emprestada,1,1,2,1,28.95,1,3106200
257,25487,1249,Domicílio Isolado (casa),Própria paga,0,0,3,1,28.95,1,3106200
258,25488,1249,Domicílio Isolado (casa),Alugada,0,0,3,1,28.95,0,3106200
259,25489,1249,Domicílio Isolado (casa),Alugada,0,0,3,1,28.95,0,3106200
260,25490,1249,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.95,0,3106200
261,25491,1232,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.55,3,3106200
262,25492,1232,Domicílio Isolado (casa),Própria paga,0,0,5,1,66.55,0,3106200
263,25493,1232,Domicílio Isolado (casa),Própria paga,1,0,4,1,66.55,2,3106200
264,25494,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,1,3106200
265,25496,1232,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,66.55,0,3106200
266,25497,1218,Domicílio Isolado (casa),Própria paga,2,1,4,1,59.56,3,3106200
267,25498,1218,Domicílio Isolado (casa),Própria paga,3,1,3,1,59.56,2,3106200
268,25499,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,1,3106200
269,25500,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,0,3106200
270,25501,1229,Domicílio Isolado (casa),Própria paga,0,2,2,1,65.48,0,3106200
271,25502,1229,Domicílio Isolado (casa),Própria paga,0,0,5,1,65.48,0,3106200
272,25503,1229,Domicílio Isolado (casa),Própria paga,0,0,5,1,65.48,0,3106200
273,25504,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,0,3106200
274,25505,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,0,3106200
275,25506,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,1,3106200
276,25507,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,0,3106200
277,25508,1229,Domicílio Isolado (casa),Própria paga,0,1,4,1,65.48,1,3106200
278,25509,1229,Domicílio Isolado (casa),Própria paga,0,1,4,1,65.48,0,3106200
279,25511,1232,Domicílio Isolado (casa),Própria paga,0,1,9,2,66.55,0,3106200
280,25512,1232,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.55,1,3106200
281,25514,1233,Domicílio Isolado (casa),Própria paga,0,0,4,1,39.83,0,3106200
282,25515,1233,Domicílio Isolado (casa),Alugada,0,1,2,1,39.83,0,3106200
283,25516,1233,Domicílio Isolado (casa),Própria paga,0,0,3,1,39.83,0,3106200
284,25517,1233,Domicílio Isolado (casa),Alugada,0,0,4,1,39.83,0,3106200
285,25518,1233,Domicílio Isolado (casa),Própria paga,0,0,3,1,39.83,1,3106200
286,25519,1218,Domicílio Isolado (casa),Própria paga,0,1,3,1,59.56,1,3106200
287,25520,1218,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.56,0,3106200
288,25521,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,0,3106200
289,25522,1218,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,59.56,0,3106200
290,25524,1218,Domicílio Isolado (casa),Alugada,0,0,3,1,59.56,2,3106200
291,25525,1218,Domicílio Isolado (casa),Alugada,0,0,2,1,59.56,0,3106200
292,25530,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,15.72,0,3106200
293,25533,1223,Domicílio Isolado (casa),Própria paga,0,0,3,1,54.68,0,3106200
294,25537,1242,Domicílio Isolado (casa),Alugada,1,1,5,1,47.38,0,3106200
295,25539,1223,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,54.68,0,3106200
296,25543,1242,Domicílio Isolado (casa),Própria paga,0,1,5,1,47.38,1,3106200
297,25547,1242,Domicílio Isolado (casa),Própria paga,0,1,3,1,47.38,0,3106200
298,25548,1242,Domicílio Isolado (casa),Própria paga,1,0,4,1,47.38,0,3106200
299,25549,1223,Domicílio Isolado (casa),Própria paga,0,0,2,1,54.68,0,3106200
300,25551,1223,Domicílio Isolado (casa),Própria paga,1,0,6,1,54.68,1,3106200
